"Código","Município","UF","Nível de Aprendizagem (Português | 5º ano | 2015)","Faixa de Aprendizagem (Português | 5º ano | 2015)","Nível de Desigualdade por Raça (Português | 5º ano | 2015)","Faixa de Desigualdade por Raça (Português | 5º ano | 2015)","Nível de Aprendizagem (Matemática | 5º ano | 2015)","Faixa de Aprendizagem (Matemática | 5º ano | 2015)","Nível de Desigualdade por Raça (Matemática | 5º ano | 2015)","Faixa de Desigualdade por Raça (Matemática | 5º ano | 2015)"
"1501600","Bonito","PA","-1.69042515036912","Baixa","-0.486299863122436","Desigualdade","-2.45163479821569","Baixa","0.00000748686232214115","Equidade"
"1501709","Bragança","PA","-1.31478376602983","Médio-baixa","-0.0473085526060927","Desigualdade","-1.98394734722547","Baixa","-0.089355116404475","Desigualdade"
"1501725","Brasil Novo","PA","-0.61494774144805","Média","-0.577871700397503","Desigualdade alta","-0.778762268438258","Média","-0.55000905823477","Desigualdade alta"
"1501758","Brejo Grande do Araguaia","PA","-1.08622325710903","Médio-baixa","0.0000926570162431966","Equidade","-1.48122921828263","Baixa","0.00112353837881873","Equidade"
"1501782","Breu Branco","PA","-1.34001803846839","Médio-baixa","-0.000108022512687249","Equidade","-1.66305358988692","Baixa","-0.000418343907600766","Equidade"
"1501808","Breves","PA","-1.09603418987571","Médio-baixa","-0.0620648834310181","Desigualdade","-1.55758942335072","Baixa","-0.0904213694742325","Desigualdade"
"1501907","Bujaru","PA","-1.30826255888624","Médio-baixa","-0.00152570484147502","Desigualdade","-1.92782405304548","Baixa","0.246036426932618","Situações atípicas"
"1501956","Cachoeira do Piriá","PA","-1.99681059280757","Baixa","-0.0000784110539750405","Equidade","-2.10316314486016","Baixa","-0.183588388303205","Desigualdade"
"1502004","Cachoeira do Arari","PA","-1.70219840460566","Baixa","-0.000253590932936798","Equidade","-2.28294291419874","Baixa","-0.000270588427281297","Equidade"
"1502103","Cametá","PA","-1.57484795743604","Baixa","-0.0218684034275884","Desigualdade","-1.92168293657049","Baixa","-0.0383641270989242","Desigualdade"
"1502152","Canaã dos Carajás","PA","-0.99854818304151","Média","-0.119933490650138","Desigualdade","-1.41348089914025","Baixa","-0.202885332993608","Desigualdade"
"1502202","Capanema","PA","-1.20301829654119","Médio-baixa","-0.0788365579679698","Desigualdade","-1.70736066028112","Baixa","-0.00114913601292676","Equidade"
"1502301","Capitão Poço","PA","-1.57158283439059","Baixa","0.21440236162093","Situações atípicas","-1.94249967638863","Baixa","-0.00023719520390401","Equidade"
"1502400","Castanhal","PA","-0.852268561574494","Média","-0.0609865064840951","Desigualdade","-1.32284559305465","Médio-baixa","-0.0255751892091941","Desigualdade"
"1502509","Chaves","PA","-1.61855274444439","Baixa","0.497303920645295","Situações atípicas","-2.31008929936555","Baixa","0.672456199748212","Situações atípicas"
"1502608","Colares","PA","-1.26765664150059","Médio-baixa","-0.000500749741097654","Equidade","-1.7706790521957","Baixa","-1.37712888075243","Desigualdade extrema"
"1502707","Conceição do Araguaia","PA","-1.12486881738732","Médio-baixa","-0.0952770739604679","Desigualdade","-1.42169405311824","Baixa","-0.255593860808274","Desigualdade"
"1502756","Concórdia do Pará","PA","-1.02785773813909","Média","0.00328828369144586","Situações atípicas","-1.37648543297189","Baixa","0.377276629082825","Situações atípicas"
"1502764","Cumaru do Norte","PA","-1.64925588358226","Baixa","-0.000153758814483203","Equidade","-2.09844402717163","Baixa","-0.000827496364186101","Equidade"
"1502772","Curionópolis","PA","-0.932316849538933","Média","0.190004903250687","Situações atípicas","-1.39541824075786","Baixa","-0.00111496752018925","Equidade"
"1502806","Curralinho","PA","-1.96350678926056","Baixa","-0.11819334452117","Desigualdade","-2.58302308773312","Baixa","0.169205656559511","Situações atípicas"
"1502855","Curuá","PA","-1.57045354225885","Baixa","-0.236409768187826","Desigualdade","-1.76832187402585","Baixa","-0.442466667236277","Desigualdade"
"1502905","Curuçá","PA","-1.29173253836069","Médio-baixa","-0.312025309942571","Desigualdade","-2.00483997914042","Baixa","-0.000823397109865016","Equidade"
"1502939","Dom Eliseu","PA","-0.488979228727025","Médio-alta","-0.112629775071604","Desigualdade","-0.457360830099814","Médio-alta","-0.132315938871857","Desigualdade"
"1502954","Eldorado do Carajás","PA","-1.02795685195654","Média","-0.0123692935087461","Desigualdade","-1.39361215886022","Baixa","-0.000565659646909993","Equidade"
"1503002","Faro","PA","-1.47561904565613","Baixa","0.00159282570475727","Situações atípicas","-1.78757251635741","Baixa","-0.810872858196075","Desigualdade alta"
"1503044","Floresta do Araguaia","PA","-1.36428982514397","Baixa","0.381660928863383","Situações atípicas","-1.87586717091443","Baixa","-0.000058854309874234","Equidade"
"1503077","Garrafão do Norte","PA","-1.49837302787922","Baixa","-0.000429176194849374","Equidade","-1.88724554959161","Baixa","0.383109417033788","Situações atípicas"
"1503093","Goianésia do Pará","PA","-0.947332119592227","Média","-0.107752518888535","Desigualdade","-1.39091966454335","Baixa","-0.0016258398343939","Desigualdade"
"1503101","Gurupá","PA","-1.51731310368684","Baixa","-0.00125843071861759","Equidade","-1.92719513668369","Baixa","-0.292390801332095","Desigualdade"
"1503200","Igarapé-Açu","PA","-1.4491265622265","Baixa","-0.240585526862575","Desigualdade","-2.18721812948385","Baixa","-0.25343055792426","Desigualdade"
"1503309","Igarapé-Miri","PA","-1.33644156580353","Médio-baixa","-0.13969098395753","Desigualdade","-1.77248154598875","Baixa","-0.0683014444931905","Desigualdade"
"1503408","Inhangapi","PA","-1.5635543978622","Baixa","-0.00137043273274567","Equidade","-1.83789531799116","Baixa","-0.00164691607410391","Desigualdade"
"1503457","Ipixuna do Pará","PA","-0.939635942496163","Média","-0.000270380875361243","Equidade","-1.39617592081875","Baixa","0.0395531926576433","Situações atípicas"
"1503507","Irituia","PA","-1.19223542079108","Médio-baixa","-0.526249610684612","Desigualdade","-1.61075817945324","Baixa","-0.409338884653975","Desigualdade"
"1503606","Itaituba","PA","-0.891840072557042","Média","-0.0429980057098408","Desigualdade","-1.24329992726944","Médio-baixa","-0.0545220949378674","Desigualdade"
"1503705","Itupiranga","PA","-1.42445728270506","Baixa","0.000121283310275647","Equidade","-2.17767344845719","Baixa","-0.00125502730269","Equidade"
"1503754","Jacareacanga","PA","-1.6390481856078","Baixa","0.00293191659656608","Situações atípicas","-2.36582334149515","Baixa","0.000936978475930279","Equidade"
"1503804","Jacundá","PA","-1.0352071426505","Média","-0.132966796014996","Desigualdade","-1.31230371986455","Médio-baixa","-0.0953441615927211","Desigualdade"
"1503903","Juruti","PA","-1.24964008127705","Médio-baixa","-0.092596269604195","Desigualdade","-1.70907038227458","Baixa","-0.110840566538002","Desigualdade"
"1504000","Limoeiro do Ajuru","PA","-1.43227357090061","Baixa","0.0000482440234328641","Equidade","-2.02361133337156","Baixa","0.00124584459499694","Equidade"
"1504059","Mãe do Rio","PA","-0.869923426247959","Média","0.0649484220769664","Situações atípicas","-1.38395255028255","Baixa","-0.000216713408846253","Equidade"
"1504109","Magalhães Barata","PA","-1.20031755324419","Médio-baixa","-0.00000401337442016631","Equidade","-1.60500876643108","Baixa","-0.518902145305849","Desigualdade"
"1504208","Marabá","PA","-0.80621364711546","Média","-0.00675205811358008","Desigualdade","-1.26879073642589","Médio-baixa","-0.0107316494432325","Desigualdade"
"1504307","Maracanã","PA","-1.24194168986378","Médio-baixa","-0.000706609529908757","Equidade","-1.41389439835414","Baixa","0.00158247626584398","Situações atípicas"
"1504406","Marapanim","PA","-1.54857299376038","Baixa","-0.552896860139769","Desigualdade alta","-1.95045619424721","Baixa","-0.309403741662452","Desigualdade"
"1504422","Marituba","PA","-0.96763866112361","Média","0.000169589694438719","Equidade","-1.65045513656752","Baixa","-0.000120011227418302","Equidade"
"1504455","Medicilândia","PA","-1.19079046388394","Médio-baixa","0.212887395873459","Situações atípicas","-1.43268738686099","Baixa","-0.000207778027150323","Equidade"
"1504505","Melgaço","PA","-1.58688162836943","Baixa","0.29026662849836","Situações atípicas","-2.09895204021387","Baixa","0.197055306889758","Situações atípicas"
"1504604","Mocajuba","PA","-1.4520431813496","Baixa","-0.00182025499662534","Desigualdade","-1.64147864158635","Baixa","0.00154851863796469","Situações atípicas"
"1504703","Moju","PA","-1.17720781716004","Médio-baixa","-0.0753319419648489","Desigualdade","-1.65675245766643","Baixa","-0.000381817090771556","Equidade"
"1504752","Mojuí dos Campos","PA","-0.956130233774224","Média","-0.599416342726938","Desigualdade alta","-1.56978255356242","Baixa","-0.649866774851617","Desigualdade alta"
"1504802","Monte Alegre","PA","-1.36007167915996","Baixa","-0.0977571521250945","Desigualdade","-1.8293922523158","Baixa","-0.110466855243569","Desigualdade"
"1504901","Muaná","PA","-1.26188840700026","Médio-baixa","0.33328268486945","Situações atípicas","-1.76760878370005","Baixa","0.000418612627192691","Equidade"
"1504950","Nova Esperança do Piriá","PA","-1.42982883197333","Baixa","-0.29326870267647","Desigualdade","-1.49633543424535","Baixa","-0.000856123407549566","Equidade"
"1504976","Nova Ipixuna","PA","-0.913054952573447","Média","-0.554248190194567","Desigualdade alta","-1.32939540742594","Médio-baixa","0.45925391253752","Situações atípicas"
"1505007","Nova Timboteua","PA","-1.3879546252597","Baixa","-0.420126620302589","Desigualdade","-2.02828605616774","Baixa","-0.881421936895904","Desigualdade alta"
"1505031","Novo Progresso","PA","-0.640629110159127","Média","-0.432002530821004","Desigualdade","-0.895712188794977","Média","-0.299650519371072","Desigualdade"
"1505064","Novo Repartimento","PA","-1.24325956151773","Médio-baixa","-0.0267427120318383","Desigualdade","-1.56734192117366","Baixa","-0.0000682215057970494","Equidade"
"1505106","Óbidos","PA","-0.930126707303837","Média","-0.11934783514463","Desigualdade","-1.33629232369643","Médio-baixa","-0.135687857886229","Desigualdade"
"1505205","Oeiras do Pará","PA","-1.4558230534082","Baixa","-0.126655455725406","Desigualdade","-1.89480633513641","Baixa","-0.200429012962288","Desigualdade"
"1505304","Oriximiná","PA","-1.20192163384873","Médio-baixa","-0.0303265863875868","Desigualdade","-1.72230884198078","Baixa","-0.000260332837529208","Equidade"
"1505403","Ourém","PA","-1.18687058010925","Médio-baixa","-1.03934714798405","Desigualdade extrema","-1.65091403317679","Baixa","-0.68303710033395","Desigualdade alta"
"1505437","Ourilândia do Norte","PA","-0.634864211737494","Média","-0.166179379171751","Desigualdade","-0.889769870663774","Média","-0.00102914270931601","Equidade"
"1505486","Pacajá","PA","-1.12716992351085","Médio-baixa","-0.000295722035501812","Equidade","-1.40525486369943","Baixa","0.000236436568359655","Equidade"
"1505494","Palestina do Pará","PA","-1.34234993504218","Médio-baixa","-0.572638922035911","Desigualdade alta","-1.97303270642313","Baixa","0.0000444428797132352","Equidade"
"1505502","Paragominas","PA","-0.477803659257261","Médio-alta","-0.0548686328949832","Desigualdade","-0.716222667467658","Média","-0.0155173059179629","Desigualdade"
"1505536","Parauapebas","PA","-0.455471514796527","Médio-alta","-0.0406793017442095","Desigualdade","-0.725133452705339","Média","-0.0110940352030991","Desigualdade"
"1505551","Pau D'Arco","PA","-1.55914456848048","Baixa","-0.00104127220140131","Equidade","-1.85015246365502","Baixa","-0.435874560073319","Desigualdade"
"1505601","Peixe-Boi","PA","-1.2185278047329","Médio-baixa","-0.672797060859086","Desigualdade alta","-1.63559773464332","Baixa","-0.930086958525029","Desigualdade alta"
"1505635","Piçarra","PA","-1.10146876124177","Médio-baixa","-0.000121931395230152","Equidade","-1.79774992711867","Baixa","0.60960800693249","Situações atípicas"
"1505650","Placas","PA","-1.1888071434204","Médio-baixa","0.0000300600397558081","Equidade","-1.68178908586844","Baixa","-0.661974598480153","Desigualdade alta"
"1505700","Ponta de Pedras","PA","-1.18207252503997","Médio-baixa","-0.253509529028382","Desigualdade","-1.72907899890539","Baixa","-0.238882037350089","Desigualdade"
"1505809","Portel","PA","-1.17205180245232","Médio-baixa","-0.0927604273068869","Desigualdade","-1.52224877894419","Baixa","-0.0958795511966324","Desigualdade"
"1505908","Porto de Moz","PA","-1.26032958006487","Médio-baixa","-0.218289158892678","Desigualdade","-1.48135441665314","Baixa","-0.121015508186984","Desigualdade"
"1506005","Prainha","PA","-1.49502412986574","Baixa","-0.116327020941716","Desigualdade","-1.81244506667057","Baixa","-0.146399213173564","Desigualdade"
"1506104","Primavera","PA","-1.08724772371496","Médio-baixa","-0.0426397057206113","Desigualdade","-1.68015315764026","Baixa","-0.406078321048113","Desigualdade"
"1506112","Quatipuru","PA","-1.39679254004205","Baixa","-0.000228493391560766","Equidade","-1.96747697804306","Baixa","0.000729717280963667","Equidade"
"1506138","Redenção","PA","-1.07898339249111","Médio-baixa","-0.0972226732734886","Desigualdade","-1.47058545778356","Baixa","-0.0858687772578826","Desigualdade"
"1506161","Rio Maria","PA","-0.947566234123455","Média","0.444930921165647","Situações atípicas","-1.34843632902466","Médio-baixa","0.00195790741943656","Situações atípicas"
"1506187","Rondon do Pará","PA","-0.854881132949851","Média","-0.000317655460881234","Equidade","-1.18995460360024","Médio-baixa","-0.000788565113489282","Equidade"
"1506195","Rurópolis","PA","-0.85650469127358","Média","0.301824163157129","Situações atípicas","-1.02309306883572","Média","0.211984962764042","Situações atípicas"
"1506203","Salinópolis","PA","-1.1766443673894","Médio-baixa","-0.198131256430278","Desigualdade","-1.76612842853408","Baixa","-0.180408839123965","Desigualdade"
"1506302","Salvaterra","PA","-1.18119417770854","Médio-baixa","0.00112124291216178","Equidade","-1.60158589760714","Baixa","-0.00240970895032264","Desigualdade"
"1506351","Santa Bárbara do Pará","PA","-1.03989660010537","Média","0.333025911322821","Situações atípicas","-1.60512879695074","Baixa","0.369438109375803","Situações atípicas"
"1506401","Santa Cruz do Arari","PA","-1.62749499505946","Baixa","0.267085960800412","Situações atípicas","-1.81548501061368","Baixa","0.00168628445673339","Situações atípicas"
"1506500","Santa Izabel do Pará","PA","-1.2866816331628","Médio-baixa","-0.00083578047102893","Equidade","-1.83220601473622","Baixa","0.00102763475000766","Equidade"
"1506559","Santa Luzia do Pará","PA","-1.59336683795657","Baixa","0.000916315081728983","Equidade","-2.59392539980278","Baixa","-0.000179925184664125","Equidade"
"1506583","Santa Maria das Barreiras","PA","-1.55229823845982","Baixa","0.195253310744805","Situações atípicas","-1.78882221201848","Baixa","-0.223511422023999","Desigualdade"
"1506609","Santa Maria do Pará","PA","-1.07441729751849","Médio-baixa","-0.506481078016677","Desigualdade","-1.43562906849991","Baixa","-0.424508239741897","Desigualdade"
"1506708","Santana do Araguaia","PA","-1.41538025287703","Baixa","0.00122464386518458","Equidade","-1.8912969160117","Baixa","-0.00056220246937188","Equidade"
"1506807","Santarém","PA","-0.623200640168991","Média","-0.0560520241089195","Desigualdade","-1.03232186383414","Média","-0.0460355996691384","Desigualdade"
"1506906","Santarém Novo","PA","-1.19189907477822","Médio-baixa","-0.86404143332633","Desigualdade alta","-1.95433107548766","Baixa","0.000678167640467171","Equidade"
"1507003","Santo Antônio do Tauá","PA","-1.34329035300425","Médio-baixa","-0.458950949913455","Desigualdade","-1.89712903386915","Baixa","-0.368414832216532","Desigualdade"
